TransID,CustID,TransTotal,TransNumItems,TransDesc
14261,40,81.08752039071122,14,suzwEdFUEYFggjCuAaabyymIM
14262,281,219.86407257464933,10,uIwhyfbBUWYEQaHffcjBtMahipLDvDVCcvOHwfRLqYfGHSajSk
14263,314,1318.0112738353662,2,quYFqahqqZcCeiTcXyyrXzFgCPyCqssw
14264,12,1672.432281341088,12,FVxLfglYrhDwMykiXypABkaexKpLlAQeTwQcvWBTcsvmuiR
14265,399,484.8770064127079,12,LnssswnMZZYXodvoYCuaKDTFIfzTSB
14266,348,285.60342576400103,9,xpHVsRTrVQqgFrOHGvpyUAVrXBTLdz
14267,489,287.8357610967733,3,IYgjzXxnWulFZlswilPhlanVlIcYNbLwzJrKwLgtstWrwua
14268,415,580.4656552095831,9,IkjAjNzRIJQIdShUOzRm
14269,42,27.04869682448999,5,WOYZChFaXvHNQkpcIGNNlcDeXdnj
14270,419,1242.4830695845405,1,UKghGDPuhhHLZGNKRAkaJLbLAnVhsFkyEmcPLnuJfDKBdRf
14271,478,1423.2529410278876,9,qbAtyJQLehIhCACTLtjyEKfengDvllDVSnaFL
14272,128,1956.5406805561881,9,wGrHqutvLAlQIMYYSedGvbwsVmjZaBWkmzquSAdodNJTXSlGdA
14273,103,1912.8917965329993,11,nlIPzgCHfdMFimnnMWGldBqF
14274,167,1500.652915034358,8,fWkBPAzoPNMVsebQvMnbTJI
14275,239,1810.5369382868078,4,PKpiJWPUNWAjEMlPMbCSMYyjquObakBkMXNZnNvfvJ
14276,340,551.819582968374,1,xipQFHOBcqULsWXghkmuNreoCbhtfyGGftF
14277,72,232.72075902859206,3,biZVNBFDZFBPbckfEcWhdLUlBBcztHTLppMhzBvUMeehTmNvS
14278,244,441.2079289705902,1,UbIZpVEWWMVxUJjjQlpgjXVnFhNYjb
14279,439,1676.1961121789723,5,SwyQGSmQlVaacfduoeWiTUrRZawjAfMEmRAitWdSf
14280,500,1871.0295864033844,11,kvtektBCkHsfUWsqBSvwrJMWklnQPPkcXwEeARPjfjy
14281,307,1406.6281192123067,6,UwkmcqwEcxZmqytJiKfPLIaUYsNcyeQFrtwMWBtclWNBZSvCWA
14282,339,1428.0018540800786,11,VQMRfJYBBefGNvuVqdTBuWGzx
14283,206,651.5281107947407,1,NkALmctjVSoOfgzJOAMJuc
14284,292,1641.9006865195227,9,fEaRFcCKSsLHUivYbAFTHxlOObRMIbai
14285,422,128.08010376803918,7,tZLvtFTGRxyqRIKhWfajUBS
14286,29,1684.4615114272049,13,OrzOAEulPMwmLXAEgqgZDgThAPdNPHfwlwPmJMpJSO
14287,414,910.923650778246,12,EOYjdNsAoTCftUXWNvUmgkRoubSvIUxEDe
14288,290,1517.2570866370036,4,DFRjvekwRxJrSzEIlfshhCHLpikwZFZaRRSkOmpaK
14289,75,1136.6671562672486,14,CzkDxFFmBEMMTIkllIDojFEkbFpgvAPRaAyTLOOQHuqoeKVq
14290,136,554.3191016720075,3,DEzFNQCCwRnnggivouikcIYvwD
14291,252,801.7887878950495,9,iBAlrnviMlEcjQvthxSl
14292,15,311.2395550699768,1,dyipvkUiFVZYtXCcETretQ
14293,460,284.6803339974421,14,UMVCZcOwldpkzrFIrasyafWzjWefEZIBMCK
14294,296,1791.4459535021836,10,DjjBAZYFolgKuiHeeOpiXvCdUYbgglkxXlwevgtjDPUUK
14295,448,583.6545816917757,2,BrfAUFFzZmrVDXDuqougyxPEIHn
14296,267,1446.3805359021742,10,uNsChzcZYZmeKTxEHzkgvrkmgm
14297,232,750.669566318121,3,KtsDsUtIkiJbfJzuMuXScMkoCgWdCy
14298,355,166.92014634634555,5,uMVyGFvNXhvoIOYYZDlsxwlTfzYNcaJRqKiBfXyClfDlb
14299,203,981.7310302485342,1,OvZCqFEEBqYAEVOCfbIztxoUvDBlDdeVfapUpwepX
14300,53,1747.0302042565982,10,xIZzRNJLCDQIFywJzLBxXVFziODttiJIvnkbZrGIpX
14301,496,1580.669199546608,8,tZePTviNpwVUWwwMuNyzuOJHtdyHXFKjDK
14302,319,633.8787281419023,15,YeCiGViVBFUiJFBuCOfDqf
14303,279,343.4541923256206,10,zjhWSikHxGukOqApsssFIZRKWUVCvHJeNDudonErFTX
14304,111,228.55240446980804,8,MgQlgpUfdYecyELCDMzXYrKinhgiWyjMaXqIEU
14305,310,1200.7165599667915,5,fUikVCALIvBpTrZjDvSCsscumIKZwl
14306,255,402.7926993596846,6,lexSNRGARcFejRAlcadYAk
14307,72,1486.1302993155896,7,jGbTwdcTTqluiEDBhZTcLgtfiXcqzRKsxa
14308,38,312.0713394518929,8,dUBVVcEKZIUyBsoiNkmCSDzibcRAjVXCfyFBLA
14309,177,348.1069989108246,15,oDZWSczrClcEsHCDluBfvRqkjOReJWUBiwYti
14310,450,1693.5568977879823,15,sLGxUCgiVlAOipZZYgwEpAApdJxvN
14311,405,210.6125438089153,13,neaAIKgbEFQwnzwqxjbQRggZiDUsLEnwPuG
14312,165,992.00793409529,6,tCdmSXIbJzFzgDYmPzNjYsvJynpyQSRmCVngffZlOnskBEE
14313,83,911.434041053626,5,prkdjMjdOOnKZYBkdQEBzlicdLpnXKhPdIm
14314,130,1331.0520916509295,10,JsqXxLXekFpapgbBfzExwi
14315,206,1481.6458658942572,14,yBoorbcJpmFcziAvcCIePn
14316,481,273.7776015080854,2,KFpvmLrwNxZdQVZJWwUhwjKmbTvJYdmyAcBCUSux
14317,200,1256.4397437427212,3,wEZrZhMiDWTwDpYkKJqxmmYn
14318,219,1527.396596942289,5,VriJJEWENqgDMtdYXhWQLKnj
14319,180,1655.1471570202516,14,XoyngEwDkLNgnkuliOhEHsAOWMNdAesuQkiNNbjOywtVJq
14320,483,485.8365026269568,3,BfuqiSUXYbsqtBNrOxWnnFBHuPoLPjBbIFgVzOdfOVFrKU
14321,92,242.85547516806741,7,kMdcCPcZlvAKuDhtOeYYAWsNVpwHuETYwLkANOaCVHIYEyKwH
14322,405,52.87462729736225,9,aWclGOtKAsxEwXLVOgsfE
14323,485,1183.9122086301938,6,wUavuIlekxrrBAMUUcSnahVdfMwwhWcdmzxGP
14324,194,354.115223940804,10,pUYKfVeADBJvpVIOaclNdrphfzYTGpHeuCjdByJCkD
14325,1,1365.3602156368133,1,HJZjpKckXKFfdnYIsVKacqulsDMEhITLRCbndOUfbGwkEKrNIb
14326,338,74.65546066139113,6,HdKSxVkINSXzDNkgFcPMuFpAULLoWeGUCReQo
14327,315,1925.0995689937376,1,EcibKsBFqtzduzEKQdXhKBaqslLKmZf
14328,216,774.2690169227739,2,jbFimmRRAGVdrXNcXKeHew
14329,405,1067.4155857151252,12,tzHimXIEWzNEjAESOecPlJbJJEsBVTmh
14330,122,1175.194078273709,15,XISmgkulsuwXpGZzZjyPzzyuQIrJMHuEcVFSLkTmBOZXwdwZlp
14331,38,1653.1884426164086,13,kGHJZfsfRtWAnByXYDUbFWHyffjKwzWogEMde
14332,41,634.6600954429018,4,jXlxSgUWekijRvxcSXFumoqtMzPYlbLxBxUIwfwVzVoZa
14333,336,654.4580313003001,3,lISZWKUFYVTVvLxrWckqAClBfUhnBZcEcRivhIlxGxkd
14334,196,269.93493019402365,12,RVxrPQIwdPpSnkqoIzHcdJjszpoDinvkeHBWyHXSEJt
14335,470,1039.4404772914047,4,HSWclwszXgYoIrWtyUAjPRjXWgKxGXmJdLWhriQPWm
14336,439,55.11231571822415,7,tHduuCduxXASQJdFevqBRcPyFlh
14337,313,1181.6235478638407,5,TQwlqvaZoSTuQLPIrXKyvogpeVBsAuCvNHqUooLWfSGWy
14338,439,1635.2993094907424,4,KpnqkNDbyBKxhsLtTYCmljZshdKrveeGGg
14339,469,341.40667291995885,10,xtlEuejKJQZhYScWQGAOCfJnDwunNixuLKiZ
14340,413,1130.072016032448,3,FkPTOwLuAYkxChoFKhpbIcvlxAc
14341,132,1822.918664337655,12,WpyExgNnxEyMiGcpPObuNocgCfBGQOuiPLLQLwCKZaAu
14342,234,928.4702400084632,9,UVXQTAXQMlhyZszVYPiBvyoaDEbAnwfWF
14343,361,1235.5594371770992,3,VSDXWPhKEvAWFhjISFCmlfBYfHLUX
14344,450,178.64730889685424,10,HxYArRItBqTrmmbnUDMzlGRVrLLAfgNOMhthxZmzKdPSQ
14345,118,329.5992533469334,12,VbukyjvEwYIIShLIodLhpEfWCMMqkCP
14346,491,1860.3608169306879,5,NgnHBtWvGIAisljMPYrJsFNbBtLkYRRIeOzIOFXT
14347,84,1467.974273823343,13,ZoaPDmkPHmEfKXispeAYVHCVsQjgblqPHgdBmolgtaKRuOAXBm
14348,397,692.544695394962,3,XOSihZFWOFYGhOuJhYjpekhdRj
14349,469,263.43056815398006,15,WTahrwBUYCQYgavbGiqrwuUdWggSRTwQ
14350,453,824.3026330527771,10,kfmsZJUwKkxxkYEKDozWWlnzrffcsshmy
14351,488,1256.0497318955836,5,BhFhudjCnKkcAHnNiXSLywwPp
14352,339,350.08357119073366,4,czFcqTFuftfIcgviTcvVMWecAUNXOViucqdfOwTcBZUCYe
14353,175,535.6020961904015,11,HjPcvcwQQRzBrdTaHAtYE
14354,419,1308.735926913684,2,pdcoCDvPrTxYVpnXqtFGQ
14355,20,16.726844973399395,13,ostoJUDDJWGDJEMCOlxHLp
14356,100,125.15407379296423,13,SfCWWTsYGxUsxVVvAFfGMUJhUSSMRtharyWrCFhGrvndIjxAFs
14357,480,565.0919341815004,11,cmSdrzRWheanIoZUUgYgEpKZG
14358,328,769.5062023594896,13,yDpQiFWNIQQXAxAKlnEtDuOLVFaj
14359,292,587.4743867343693,13,plMKdjRotyVqruiRkhuKHdhxZaA
14360,395,1325.783296398968,4,dqYjujLJhtVQMboKJtVPvQeClirgtiLMrJbkTWSYTxn
14361,76,117.32438609698765,11,PmMnAQhGCtGAJtpCSHZVREkzJsqWotsz
14362,237,311.80886150798307,14,vJCsXgXMHTHRIFBOfcGdQoVRvknmkBtMElcUgReqh
14363,194,517.9512274363001,9,orBDcGkIZnXAgpUBYZKobgZnwliYTLeuh
14364,300,652.412637057856,8,cwlWEOQVAPgzhZLyACpKGXD
14365,244,1083.387016793644,15,BrZwvTkLdpMmULKVoIbYFmHiodAQgJnv
14366,87,1459.376408570836,13,fMieaOKToKktqLDRpvszuAbaUCdbVOJZ
14367,372,1250.7459281761994,6,dZWHShZZdPHKcRPWDFUnKJRqnpoNQzDaf
14368,363,112.98054307906902,2,dEjduJxeKqamUsxEmJToxQkVtgtXVVsWyiEMPG
14369,210,894.0780477321305,5,cASZtCBSEqPXeveTYrnXQYiWoc
14370,280,1400.8563941384705,9,diPyOijHHppaQuwAzcHZQIRxWTjI
14371,346,1697.581468881805,9,oOowalHCvsfTUYHyOruRyGruKKasZjzVLXQphvXfFadtGfL
14372,307,135.66011751981415,13,YfaMXaVECbmRYLELcEofAyTcjhfggl
14373,318,777.3911866659394,9,NsFrtUujJSaTbidICyhLcScLoDCAv
14374,341,182.7636209194542,4,WYvJwJAUdiHOEQzOfPsgjD
14375,88,1568.4766589784624,10,TjHVTWHguPfIUIStBWMeHUGTxRai
14376,133,22.02503922805135,6,wzxCwYfVWStrmxULhqFozWymMpTsxSYKVPAsUtPrnqZU
14377,437,1226.0670395117054,8,jQXiJOUeqaOeUXCqANynsEPUGFuHwDSXwMap
14378,295,974.2496913401982,12,JcJdivoAdiYLYGktTMEUVwIknReVkQhPfl
14379,5,94.38609225357993,6,gKYabvuNyzQclZZBeQRwqIlvGeHCMIf
14380,46,1201.092679442469,5,ejaDEfuHwEUNvDAWNZblPVftQVUqgJmSpveLjKE
14381,428,1547.8525879425933,11,sRAjAYdqDcQlyWjNKlYKPCiOAufzpqIn
14382,323,1548.8165415364217,7,LZDUcfwzjXJbCyVxzypwUezpLjmsaJFcaxABpPxtXfN
14383,205,1711.8823937327581,14,QjJkUcxDudvdvIZOLgtDOoRagaNQBllJxKMlOqyFRoOxVei
14384,257,1071.2904663611885,15,BitJrTkGuNeGCvxTrhEMegpYLucZicHLXTAvyhPkqI
14385,8,1967.3633173097166,8,wBqVRhyNdADnhdEXUmNRTvgpreXyyEgRej
14386,207,579.5940492962143,7,wCiXrJzmDUGBUkhKMNaaNUuXTEpUkr
14387,154,1303.6432494261776,7,goXARxaFNghUAAOiOIhnzRGHixTzdazQJYEempwqSdDKZUDy
14388,273,1899.7547070221635,15,IwChuNgdMofqgQLLTyif
14389,211,1653.1151992260252,7,jMMjVkNMkZWCmcCXvvVMOlmlSSJFwTxoiuezZdfvvGjOijF
14390,270,332.75859208432695,15,rPVLgxawcifTxoaHgEdNfyAKfOnjpQgqniCGfKa
14391,267,170.9265486809641,4,XGMkpAWhrbOMzCBrhOeWXzeMebWICyqeuqXHGmzR
14392,262,1473.8850422775927,15,OlpzWxqmQhvcfWNumzcgHGqdKHvFgIIoFeiIm
14393,25,1034.86386444961,15,GpoIGWFNAbFChRCjsBwGmpVDEYMkAvGU
14394,456,1102.4482317062486,1,cOzTACjxDmJXFbXOayix
14395,168,1913.3195236678546,2,aJhZahvkAzUGiwYafXsbnpGqYMvKrdVMgqYbC
14396,293,1465.7218586286206,10,YOxZxBRdjiqZhWvpjypNXgeqTTjduWFTLCz
14397,5,1070.0513552187138,12,JYnTezVOzlsUgjkopgCaotBuQCMWbOuDNSy
14398,490,624.6363684316096,4,RoNOeigmEAFembAyUieYpDhUfXEsRwDOL
14399,127,247.53175692719546,3,ccgEbciXveQXfAFuOZYHpUIzPQTcQRf
14400,454,299.33462566790536,8,FbEdjnjBkbTWNabYKzSFXLqixfcCC
14401,6,60.2190138470386,4,dSABQwmUpCCcQrtDyOPUiHWrLeyvMBTWdFkcEddOxoNSxaC
14402,467,1642.5697248599658,3,lfdciLgPHaGvWhkuynhkyrqWwQScWJTAJP
14403,317,135.42580652789897,11,mEcoAZuUvkngJrPralQjhTwkiqbgaYXFEfxTsyUAiejbYtRHs
14404,276,124.20937993611149,1,RmGPuEHLvHhcNZEShZJpdq
14405,72,181.98593293669387,4,CNRjBYZAGhfjiLqCFtTSl
14406,277,1045.2984901649993,9,VQtkbteJgZmbFmpeAYfwrfouYPypqRTsnLPcUP
14407,141,609.5120673207789,3,YUqAlnMuRxltFFKJyPxhKbVTIqYbWVxci
14408,318,1761.3913726026692,11,QMWNLeRSfwqhTfwnzcfbbUqeZkoFUmHDGWXrFLWAj
14409,353,1569.404728578562,1,zSdiyjNmkLGPBtbjWcFNuMggFmFe
14410,325,813.8774826238475,1,CJBgrLXjRteXwdZZJjvheAYJrYWfbylWgHiAsgcvXeub
14411,169,82.66035116788288,12,YIPgIOQNTszlSBDirEWCvHBiDBXYf
14412,500,1013.2994124977195,3,tXIKyzRTcfiNIdVOZCmeMSCqqwysAzELepB
14413,94,102.82806957611265,7,BPzYdBLFQsLkrJLIMwWDtrvcRtuZtjObcruBaWpweYsgxl
14414,113,1860.1775391201372,9,BXBAhoysOHSfHXeaPRlFmHdUVCkkKJTSOYcPphEhlQcFJ
14415,28,181.3623529638572,12,GoDKqRApELXZPeqfysFkyaSkP
14416,304,1245.940852829085,6,HhHRuzBBfoqJJrCBsAIXywXAKwCwWOijRmOGrXKCfHnVFxQfoD
14417,256,1503.5791638052062,14,CEVuLvYQMkDQZVhvmaPeArsHLXjPAAvaRbO
14418,344,813.1419455461979,11,QlryUJRdWMaYzOoplSjbhMTqSjrNFtbtHAikuiFMWKaSoTn
14419,131,945.8384540620328,6,GfznPCAZcENoZRgHIYKfPOxZXhDIB
14420,151,83.99189831394395,1,SPLyevoCFassruiSVqNsXLwPWzDrOA
14421,275,154.07934505113346,11,speSaqLzclhqviHjyuLUThtzMGbwgxt
14422,205,79.02464155611014,7,lrtEkgLbiCBWYbpEVzkEAfUqJeUftBMNCODh
14423,431,1265.0002394535832,14,FDlUHnjIDUnWiSEhUyYyVhLkUohhCKkohAr
14424,370,1712.730674504968,2,BPcncagxRhjntYWOoYeAyJZHPjYUHebDtAZbCMvvRVUdN
14425,490,399.3769934048889,7,xeYNIpwQJJRHAicdzkhltpwE
14426,54,763.4680426819494,4,ggGXNEIWORwuVHBzJBVMILkTcjWYqGSk
14427,405,533.989712931779,11,OnZpRkPGGDuVSaUKxMaD
14428,137,1745.5159401350597,11,ftUQrlwZcIZTmtpkpgzxAyokUlnwPlAvuJCGi
14429,30,854.4210276058056,8,jQYWjIqVgHSAyNpeOpzD
14430,257,1614.1000950634939,12,ywRafMNesYOYqwPhqgdDCKqJHXmzlcfBnEtCjFXWzdzDh
14431,195,1012.3042240076712,9,eUTmJCxewoiFsYEoZKeCsBlbOgenPsdLDAna
14432,125,699.8309923059255,13,cECqipBnaogDZqmQjwkmkkwAikKHmCqtYRmFqwnLGDoO
14433,393,90.48871711322562,5,qwIMQBhsBrmwuIgUZKKfDwqBwotdCR
14434,405,835.8030676090962,9,XDxNcfXIdAbkyfxUfBiNXhkfyc
14435,435,1772.507927429983,2,qPKpswqhOaRXISGzwLXDntOOHkzTAAsInLuJoXFqPBqEhUyKsy
14436,355,1887.8716561199276,7,klLTIECIfYxzYMgvsZPEdIPPYNW
14437,232,1051.3306239848089,12,ddaHjsFcivPbUDdCpqRDYnYOoyTKofQqxVqawAYQNwhr
14438,402,1466.1045707929402,10,MuEvolafMNdGWWQkyTaxoolgkhTmbonCinlhVpgkApNjujZPTj
14439,403,1800.701157543192,10,ctmvPRFXQOUKVWZDgbTRenBAGBKiTwELfVdgmsd
14440,268,1091.2812104481688,3,jbiWdWpmKFwQjQkxNCjQFLBTOuIARfV
14441,389,1510.355399261396,6,lKUFmYUYOEUroTLGdjlWmKDhoWIaToYEARitBszR
14442,95,30.206534227336874,11,YrIkWrgAJubxuAjpNgmPTtwJlKj
14443,164,847.6609316098578,13,ULWsjmQOzIlFJcofovSiXCmvpQlStOaKHTyUEWhwNT
14444,265,1434.604919226397,8,GwBEcJpXzVAkXELLyHWMyaHLG
14445,423,1514.9257002600489,5,iarqKbpUHutShXWqMNODMjhRlpMSTXiXSPdUWnSCxvEK
14446,220,261.8610480970715,15,hZzkvaMjBeONBiZxxofpVGGMfBUOs
14447,125,350.12085705586765,11,mbezYFwZihjTuEHFwXDykZ
14448,460,553.1197328533615,2,lcNfVkFzAEJhJYdaGmQGeluzzhqAVnKCPUAENd
14449,242,914.0699799532298,9,wHTKrGmwpZJvsKlhrNzzrFutxKevntFbjOtrdQtNHasmtnwYzy
14450,331,256.8153194721915,3,PJjVEoKNQrLiygOiqfZCFQSULC
14451,410,1608.4589141486738,7,FKWhWFEkYSTPyzAOsJSBXoAj
14452,151,89.51819641253506,12,BjadpNEJXpRDwRMhziiByc
14453,230,1482.459774111941,2,hpkuBfiLmCwUcJJpIUUP
14454,25,1947.8370876603813,10,PPMwjqWgWdgVigsRldTCguaDkzhPeKqSjsqDnEAPZAgNw
14455,282,1850.338332707527,9,jcTiKXRdQYuZzsEXSkYQbWgWUVlUBZOHoKIhsiNKGK
14456,92,781.7360184436462,8,JCEYbXGJoiKcNanXXgOiir
14457,468,151.30897572041263,11,ZwClHgRAnJnaRULXeuKDvdJjKrLoSZbKqZdMhaUon
14458,91,253.170837474081,7,oczhWXottSEXoaHUJymTNlPYwTqycaqFHgJSc
14459,237,435.69491254933814,12,kUDddJpPofehojybopktVt
14460,415,1118.8485602043436,1,MdGvmhHivXkegOxzyabQwxenDRorWRu
14461,364,37.60750378369384,8,rfMuHdXWIwYbMbPUoCfyVqrEsAlhqmxyVUHvXeIxILC
14462,452,482.89723780394377,4,JiSRFDyunqESpyXoQeapLxXVjdMrnguFUgjXQMX
14463,492,482.64593129176274,9,erdWgVEnmnZuuHlSGtoDKGAhRGrLjvzGrrB
14464,10,532.4343240946001,5,mdnOatpfgGUqHvtMvtUJnQVhwxXNBktCFLbRXCAobNns
14465,138,614.3535972634463,15,zQCdYDuZBqJZmMfxwgIGHAfAboVqInrnHScF
14466,132,1435.5079688534918,9,fkLycnuLtdjScRUCpiDujWj
14467,159,113.82653182032246,6,ZyJFJXjubQClCUmztOgYi
14468,419,1381.7886542587528,10,CwRFkuwAOUejkHpEIdJNi
14469,145,1920.7254191910606,14,dqnmuNsmIUPbdFBqvnvahfuFtNOHRxhpWVMq
14470,309,1670.2865627217893,13,xytSiepyrXEWjyJrShTWoBsOgFF
14471,159,346.20279719004964,11,iiQiRWExTCoyEWUWIDsezIs
14472,125,799.374979563893,14,olnAvtxXZSLmhTqORPdjRPxQEaKRXnzosIlsUPChMmjoF
14473,432,1214.8361261083357,15,bFSAMhHgpzNAyPKpzqHIJWgdawpvaqVfpYRZand
14474,357,778.3846291637796,12,lyInBQrcANveYqUQQRqYzOVOKrJfBPJRYpmpNGVBTyvUIuuN
14475,164,736.0143111109437,5,GbIEBEosfSwPBGAwergOrpSaFFVgjEeHhX
14476,247,63.57670264464618,3,eGEiEdtbsgoCTgLFWzCqyygSAYuxxJFWvSlSswgIoZ
14477,160,1181.8477584457205,2,zobkvGLwYOHyRVXPnNmnvyAodlisw
14478,133,557.657460763793,2,MefulSpHDqbkbSJYjciU
14479,119,744.4637298832316,5,riCxHRbgozpAkhfqviYZjHR
14480,16,250.313228891981,12,hwjACxtGVhaVpVFxFcQOKqRjWtVnzsWcbrGPHnIf
14481,53,943.8143506506674,15,qoGWVPVXzPyMOAOoStCrouPhixoWNuXuqCkMlh
14482,260,974.5034522110142,10,bLwtmSpIsRnMbwvJXNKZWKdDfrjtPKnjIXfPN
14483,184,1736.32244116147,14,lWZgxjrIaaTaGIUZjZbUzWei
14484,409,431.04598679415295,12,gBkncFxZQoEcalPeGuZoEWBtlgzrafWsR
14485,35,335.29228855760306,13,MyozKyWXMesSPPgrAdiIIIosRDqavifsP
14486,425,1243.0014387898266,2,SoMdGqtkvdXRHJxzdMVQLhgEiIHFtlmGbhYRUVEPTiH
14487,128,1057.0413062248545,9,CxrciYusUCmEkrXHbdBmewTEeaZfQUVfdn
14488,327,1471.1879949578824,3,fmqiJnaxwuRQWzwqlxniaUIinzQMqn
14489,497,1522.3855942725575,6,AjCssJktVWGXQcxiEgltcEUTvaQqhoExpWfEZlOFPgTLGK
14490,269,1000.351188608587,5,wHaMcgzVJNnIkgUsvYmMdaXMWTOel
14491,6,1920.8924759090407,2,amkriKutNAxdSaDJZiqGbsMnDUEUvVNLxqFJtD
14492,112,1646.9759685406839,7,viCkJKstCLYZLXPlDLMrBkJKJavIfyEN
14493,117,1469.2071229429455,13,vOdLWCzAuhrkvXyqKTXYCQMUqSXnzKCu
14494,103,1566.6319008644884,7,mERxWElkcCMrTQALUCiHiTfAMjruXgrSgBJrbN
14495,204,1140.4573432512284,14,vMcBFfxxrSPukCLMjWuQDcawqvgexgJ
14496,281,582.3376887589156,8,jtuUxiUXkokHYMKjEYanmeyvEpjnPodJnukN
14497,111,1093.6198492785522,11,mIXawLsnMBaFXcQxhPjUuAwTU
14498,75,138.5116913750478,10,mfhknJEjxMHvldyXlalZZYkGRHvEnbMgIugcmZAtQEgORcDzi
14499,128,1291.158102889654,8,nINUELxZeuOUAsdjLtVDCl
14500,27,418.22528102155746,10,YwnUNTazEZFSejQyXzzPYIpqkwGDg
14501,163,1218.6271074524748,7,jMnnWSFiyKeqafIbMeFkdvrLchMWcctBmD
14502,19,1380.336394368159,10,aqtErIcNOnnFHekmYwrjTbKjsYdxYXQXslbwsULZegCXb
14503,431,714.328278695827,1,LcqvjPqlexxfFnGFTBcThRdABeTJWHhwlCbJNyFemCvupf
14504,486,408.8008971145607,13,JNxbSdnUpiQwtaTrQbjSBoshBmkrPdSF
14505,290,794.3514395421251,13,aDteXxGbkPogwNhHMXpWqOlWOjVEIktqFICuxYvH
14506,100,1930.2019834321386,7,WQBTAChTNKwLqtgAJzYcANsSQkcpcp
14507,498,1811.5336041237724,5,MhoDzupyZPfbwSlmTemkAuwPSXwWlpPTqGwbdJjEeQkjPQO
14508,272,995.8036352310281,10,uanRvoIFGgWkcfuJkDWLbjCcIZLjQabRLzXfNaNIIZmT
14509,113,277.76435856196645,3,eUjBPzNXEksWinOWTSZQizWBanMMoXB
14510,248,942.2839590758914,12,BQByvoAGWNMZaNOpWwBhUhLLOuudUQOndAURerZjewPYEJQj
14511,6,275.426848664281,3,UNNxmKNYYIdwXNRWTPNOPi
14512,383,1785.8573282475184,3,IPQuMCtBxCUtQxXFjOifsOCFFJUmkJy
14513,97,359.08954175293474,13,sgHAnsgzupJiipxjALRrjLVIAUyM
14514,101,1614.1608975709448,2,yktPODpXkYVnfIGgFhjSgVEEJPAO
14515,480,1462.422824752047,3,GQYhRSgQjzFqclDpyJBECrtqGvuuAiX
14516,429,1493.6030748557307,15,IXkAoodxEAaWfWGnBTPIkWqaSWFBwqNfSn
14517,150,189.27852114973814,5,xfuhyuxxpjUXyvHiDwdsDPZdJcZAdMNZOKl
14518,138,453.4300253746564,12,LTUmpFErRBUgJLNOfRCdwgUoHwg
14519,349,306.6048171476166,14,yBxGbZLqlwhpSLOiUpGBQBSoSlQbdFmXZH
14520,413,14.327483882886838,5,PJzgsKahiLWwoINZpuEdEwdYCcXDFRamHKnRbt
14521,12,261.8497877925588,13,cfbTZKhAfZTbYyRefPvirNPnfxiKEAzYKRlaZC
14522,17,803.8931531305897,13,mpVPhqvtrwNdckbhocoODTHZBwUsRHeHnbnvCTJEG
14523,185,603.5068046744911,9,wnWUtFvybybWVUmsEfSOVTOEXqQmMXSEmsBKsC
14524,257,365.896902788163,8,eYYQcsZYxrTKvVLVntuoTtDIjIJyaRsmAsrracRfyRbVams
14525,103,1060.0796326082366,6,yQDGGjtYQvTkLpBAStwUoOkiQVptDqlvsbzd
14526,244,361.87388443230554,15,IfsoXmTOjLIykUnPnVRXOPtEskSoWqPtbUCLBgjVZngRhFPaFp
14527,456,1012.6116983676245,7,TqdpZaqXvQoDNhEYOTCSCeEyzjjhFpljt
14528,221,1502.6811415788097,8,qQUHKeuGpQaBPxHyrUdIvgtdSMmefBCUddAoseqczf
14529,20,1790.664227065696,7,SFZDPKsJsiwIifXoDhqLPCNxtmzHVXgVbD
14530,222,1594.6831871735412,11,oLQKpsOBqNSFViIvTjFYwTosqqvKzfitM
14531,292,639.5048376583674,8,YkieQyXovxzYsmsNUMYIgisdIQqvppeHRbFkKQJATjidxPrM
14532,245,232.23653830679078,7,ddOCMNvqnSIfNqgSLkjYVZyzcrAMvFPuajjwxIFtrFPRWvxOdx
14533,275,1507.713317203878,7,yNSNNXGQpdcEhreqkuFpjttwnOGRhVSsoOVKYiYlK
14534,307,1710.5900647580206,13,CMJdswSUNpiyLAxGfdkpZMrkUAQnmmnWBnOhpxSjJSdLL
14535,160,1977.4352481073536,8,cosHkPtupxOKfWWswmoKwPTuadbyGwTYrGkVwXpJszccHDJzmN
14536,360,1780.8416961290013,11,rtgibeDmOwBmRrJAczzPiLJLfjvwsyTVGx
14537,375,609.9375332436393,3,NcglZBzoGjMRerUhVIftbmCRIIqWPBpTRvDCxOvCsqzQBE
14538,172,559.4118344107807,2,OiZolelKZeUqxePRdhIDTMZzpEzMRxrmsPxwrMKIcBqITI
14539,223,1879.3503863116052,1,oGtuGNdlxiCljiBqdTNPNGWjrYxZDaPpHosmBdtaOffPiDrER
14540,417,353.4531862443937,9,oyFCNpRbgBlnUIErQkBYWZOqe
14541,11,1855.6486285919034,12,tIUxrkIbxHMuvXceILHjJP
14542,340,933.3394837762428,9,tyjvFNOgsWpntXXoXNIrjDHDXKVKgVwRt
14543,498,1154.448524360071,6,ceuWKvMAUfAMcbUTLGvclkpqeZtZtUGXrrjHCC
14544,206,1670.254785310522,12,FYQVsheTSRBwxemOqqkBkKoWFGqppRb
14545,227,1904.1858353443997,8,AacuEjIBEGcIYZTiYqjSRcUKsCoUfr
14546,496,1270.8465037844917,8,McOQMvPilwXgPZAGVGeGsioLTUUCWC
